
2016-10-23:16,오존,좋음,32,14,11,좋음,6,6,좋음,0.019,좋음,0.014,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:15,이산화질소,좋음,30,14,10,좋음,9,5,좋음,0.017,좋음,0.018,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:14,오존,좋음,33,15,10,좋음,6,6,좋음,0.020,좋음,0.015,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:13,오존,좋음,38,6,11,좋음,4,7,좋음,0.023,좋음,0.012,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:12,오존,좋음,42,9,13,좋음,5,8,좋음,0.025,좋음,0.010,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:11,오존,좋음,42,8,14,좋음,6,8,좋음,0.025,좋음,0.009,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:10,오존,좋음,42,8,15,좋음,5,9,좋음,0.025,좋음,0.009,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:09,오존,좋음,43,11,17,좋음,3,9,좋음,0.026,좋음,0.008,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:08,오존,좋음,42,4,18,좋음,3,10,좋음,0.025,좋음,0.009,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:07,오존,좋음,43,6,21,좋음,4,12,좋음,0.026,좋음,0.009,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:06,PM2.5,좋음,50,8,26,좋음,4,15,좋음,0.025,좋음,0.007,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:05,PM2.5,보통,55,8,33,보통,3,19,보통,0.025,좋음,0.007,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:04,PM2.5,보통,60,14,40,보통,7,22,보통,0.024,좋음,0.008,좋음,0.3,좋음,0.002,좋음,N
2016-10-23:03,PM10,보통,65,34,45,보통,28,25,보통,0.011,좋음,0.023,좋음,0.4,좋음,0.002,좋음,N
2016-10-23:02,PM10,보통,66,46,46,보통,31,25,보통,0.002,좋음,0.037,보통,0.5,좋음,0.002,좋음,N
2016-10-23:01,이산화질소,보통,68,50,45,보통,24,24,보통,0.001,좋음,0.041,보통,0.6,좋음,0.003,좋음,N
2016-10-22:24,이산화질소,보통,70,47,44,보통,22,24,보통,0.001,좋음,0.042,보통,0.5,좋음,0.003,좋음,N
2016-10-22:23,이산화질소,보통,65,43,44,보통,27,24,보통,0.005,좋음,0.039,보통,0.5,좋음,0.003,좋음,N
2016-10-22:22,이산화질소,보통,83,46,43,보통,29,23,보통,0.002,좋음,0.050,보통,0.6,좋음,0.003,좋음,N
2016-10-22:21,이산화질소,보통,86,48,43,보통,27,21,보통,0.001,좋음,0.052,보통,0.6,좋음,0.003,좋음,N
2016-10-22:20,이산화질소,보통,88,46,43,보통,23,21,보통,0.002,좋음,0.053,보통,0.6,좋음,0.003,좋음,N
2016-10-22:19,이산화질소,보통,86,42,41,보통,20,21,보통,0.002,좋음,0.052,보통,0.5,좋음,0.003,좋음,N
2016-10-22:18,이산화질소,보통,80,55,40,보통,31,21,보통,0.007,좋음,0.048,보통,0.5,좋음,0.003,좋음,N
2016-10-22:17,PM10,보통,55,51,35,보통,24,17,보통,0.020,좋음,0.033,보통,0.4,좋음,0.003,좋음,N
2016-10-22:16,PM10,보통,52,36,32,보통,22,16,보통,0.025,좋음,0.025,좋음,0.4,좋음,0.002,좋음,N
2016-10-22:15,PM10,보통,51,38,31,보통,24,15,좋음,0.028,좋음,0.018,좋음,0.4,좋음,0.003,좋음,N
2016-10-22:14,PM10,좋음,48,29,29,좋음,6,12,좋음,0.020,좋음,0.023,좋음,0.4,좋음,0.003,좋음,N
