id,time,elapsed time,temperature,humidity,PM2_5,MovingAverage,BatteryStatus
1669,10/21/2016 16:14:48,45014 ,219,705,535,527,0
1670,10/21/2016 16:15:53,45015 ,219,705,518,531,0
1671,10/21/2016 16:16:59,45016 ,219,705,512,538,0
1672,10/21/2016 16:18:05,45017 ,219,705,535,534,0
1673,10/21/2016 16:19:10,45018 ,219,705,506,533,0
1674,10/21/2016 16:20:16,45020 ,219,705,559,533,0
1675,10/21/2016 16:21:22,45021 ,219,705,539,533,0
1676,10/21/2016 16:22:28,45022 ,219,706,537,533,0
1677,10/21/2016 16:23:33,45023 ,219,706,551,534,0
1678,10/21/2016 16:24:39,45024 ,219,706,520,533,0
1679,10/21/2016 16:25:45,45025 ,219,705,549,542,0
1680,10/21/2016 16:26:51,45026 ,219,704,538,537,0
1681,10/21/2016 16:27:56,45027 ,219,705,549,539,0
1682,10/21/2016 16:29:02,45028 ,219,705,550,534,0
1683,10/21/2016 16:30:07,45029 ,219,705,532,535,0
1684,10/21/2016 16:31:12,45030 ,219,706,528,536,0
1685,10/21/2016 16:32:18,45032 ,219,704,526,533,0
1686,10/21/2016 16:33:24,45033 ,219,704,522,534,0
1687,10/21/2016 16:34:29,45034 ,219,704,526,533,0
1688,10/21/2016 16:35:35,45035 ,219,702,518,534,0
1689,10/21/2016 16:36:41,45036 ,219,702,520,534,0
1690,10/21/2016 16:37:46,45037 ,219,702,534,537,0
1691,10/21/2016 16:38:52,45038 ,219,704,526,534,0
1692,10/21/2016 16:39:58,45039 ,219,704,542,534,0
1693,10/21/2016 16:41:03,45040 ,219,704,535,532,0
1694,10/21/2016 16:42:11,45041 ,219,704,543,532,0
1695,10/21/2016 16:43:14,45042 ,219,705,547,540,0
1696,10/21/2016 16:44:20,45044 ,218,703,558,535,0
1697,10/21/2016 16:45:26,45045 ,218,702,545,536,0
1698,10/21/2016 16:46:31,45046 ,218,703,530,535,0
1699,10/21/2016 16:47:37,45047 ,218,704,522,535,0
1700,10/21/2016 16:48:43,45048 ,218,704,527,537,0
1701,10/21/2016 16:49:48,45049 ,218,703,542,535,0
1702,10/21/2016 16:50:53,45050 ,218,702,541,536,0
1703,10/21/2016 16:51:59,45051 ,218,702,530,534,0
1704,10/21/2016 16:53:05,45052 ,218,702,543,533,0
1705,10/21/2016 16:54:10,45053 ,218,701,521,537,0
1706,10/21/2016 16:55:16,45055 ,218,701,536,539,0
1707,10/21/2016 16:56:22,45056 ,218,703,533,544,0
1708,10/21/2016 16:57:28,45057 ,218,700,567,536,0
1709,10/21/2016 16:58:33,45058 ,218,701,537,540,0
1710,10/21/2016 16:59:38,45059 ,218,702,534,536,0
1711,10/21/2016 17:00:44,45060 ,217,704,519,536,0
1712,10/21/2016 17:01:50,45061 ,217,702,534,540,0
1713,10/21/2016 17:02:56,45062 ,217,703,527,537,0
1714,10/21/2016 17:04:01,45063 ,217,704,524,533,0
1715,10/21/2016 17:05:07,45064 ,217,705,518,540,0
1716,10/21/2016 17:06:12,45065 ,217,702,545,537,0
1717,10/21/2016 17:07:18,45067 ,217,703,537,536,0
1718,10/21/2016 17:08:24,45068 ,217,704,516,537,0
1719,10/21/2016 17:09:30,45069 ,217,705,543,537,0
1720,10/21/2016 17:10:35,45070 ,217,705,535,537,0
1721,10/21/2016 17:11:41,45071 ,217,704,547,536,0
1722,10/21/2016 17:12:47,45072 ,217,704,560,542,0
1723,10/21/2016 17:13:52,45073 ,217,705,512,537,0
1724,10/21/2016 17:14:58,45074 ,217,705,520,536,0
1725,10/21/2016 17:16:04,45075 ,217,705,526,537,0
1726,10/21/2016 17:17:10,45076 ,217,706,530,534,0
1727,10/21/2016 17:18:15,45078 ,216,706,550,534,0
1728,10/21/2016 17:19:21,45079 ,216,706,549,534,0
1729,10/21/2016 17:20:27,45080 ,216,706,562,545,0
1730,10/21/2016 17:21:32,45081 ,216,707,555,547,0
1731,10/21/2016 17:22:38,45082 ,216,707,543,541,0
1732,10/21/2016 17:23:44,45083 ,216,707,544,537,0
1733,10/21/2016 17:24:50,45084 ,216,705,523,542,0
1734,10/21/2016 17:25:55,45085 ,216,707,536,541,0
1735,10/21/2016 17:27:01,45086 ,216,707,641,546,0
1736,10/21/2016 17:28:06,45087 ,216,707,552,558,0
1737,10/21/2016 17:29:12,45088 ,216,707,567,548,0
1738,10/21/2016 17:30:17,45090 ,216,707,535,541,0
1739,10/21/2016 17:31:23,45091 ,216,706,546,543,0
1740,10/21/2016 17:32:29,45092 ,216,706,539,540,0
1741,10/21/2016 17:33:35,45093 ,216,706,536,540,0
1742,10/21/2016 17:34:40,45094 ,216,707,554,538,0
1743,10/21/2016 17:35:46,45095 ,216,707,524,540,0
1744,10/21/2016 17:36:52,45096 ,216,706,540,540,0
1745,10/21/2016 17:37:58,45097 ,216,706,547,539,0
1746,10/21/2016 17:39:03,45098 ,216,706,540,539,0
1747,10/21/2016 17:40:09,45099 ,216,706,529,536,0
1748,10/21/2016 17:41:15,45100 ,216,706,548,540,0
1749,10/21/2016 17:42:21,45102 ,216,706,530,542,0
1750,10/21/2016 17:43:26,45103 ,216,705,542,541,0
1751,10/21/2016 17:44:32,45104 ,216,707,534,537,0
1752,10/21/2016 17:45:38,45105 ,216,707,530,539,0
1753,10/21/2016 17:46:43,45106 ,216,707,561,538,0
1754,10/21/2016 17:47:50,45107 ,216,707,539,537,0
1755,10/21/2016 17:48:56,45108 ,216,707,530,537,0
1756,10/21/2016 17:50:02,45109 ,216,707,550,539,0
1757,10/21/2016 17:51:07,45110 ,216,707,558,539,0
1758,10/21/2016 17:52:13,45111 ,215,706,541,538,0
1759,10/21/2016 17:53:18,45113 ,215,707,524,538,0
1760,10/21/2016 17:54:24,45114 ,215,707,526,536,0
1761,10/21/2016 17:55:29,45115 ,215,706,523,539,0
1762,10/21/2016 17:56:35,45116 ,215,705,549,538,0
1763,10/21/2016 17:57:41,45117 ,215,705,533,541,0
1764,10/21/2016 17:58:47,45118 ,215,706,533,538,0
1765,10/21/2016 17:59:52,45119 ,215,706,536,542,0
1766,10/21/2016 18:00:58,45120 ,215,707,547,542,0
1767,10/21/2016 18:02:04,45121 ,215,707,536,538,0
1768,10/21/2016 18:03:10,45122 ,215,707,521,537,0
1769,10/21/2016 18:04:15,45123 ,215,707,534,538,0
1770,10/21/2016 18:05:20,45125 ,214,707,523,542,0
1771,10/21/2016 18:06:26,45126 ,214,707,558,549,0
1772,10/21/2016 18:07:32,45127 ,214,707,551,540,0
1773,10/21/2016 18:08:37,45128 ,214,706,562,541,0
1774,10/21/2016 18:09:43,45129 ,214,706,542,539,0
1775,10/21/2016 18:10:48,45130 ,214,707,547,537,0
1776,10/21/2016 18:11:55,45131 ,214,708,556,540,0
1777,10/21/2016 18:13:00,45132 ,214,709,529,538,0
1778,10/21/2016 18:14:06,45133 ,214,707,545,536,0
1779,10/21/2016 18:15:12,45134 ,214,709,545,539,0
1780,10/21/2016 18:16:17,45136 ,214,709,534,535,0
1781,10/21/2016 18:17:23,45137 ,213,709,544,537,0
1782,10/21/2016 18:18:29,45138 ,213,709,539,538,0
1783,10/21/2016 18:19:35,45139 ,213,709,542,538,0
1784,10/21/2016 18:20:40,45140 ,213,709,536,536,0
1785,10/21/2016 18:21:46,45141 ,213,708,538,537,0
1786,10/21/2016 18:22:52,45142 ,213,707,536,539,0
1787,10/21/2016 18:23:58,45143 ,213,708,544,539,0
1788,10/21/2016 18:25:03,45144 ,213,709,527,536,0
1789,10/21/2016 18:26:09,45145 ,213,709,539,539,0
1790,10/21/2016 18:27:14,45146 ,213,709,539,536,0
1791,10/21/2016 18:28:20,45148 ,213,709,533,537,0
1792,10/21/2016 18:29:26,45149 ,213,709,537,538,0
1793,10/21/2016 18:30:30,45150 ,213,709,542,536,0
1794,10/21/2016 18:31:36,45151 ,213,710,545,537,0
1795,10/21/2016 18:32:42,45152 ,213,710,542,536,0
1796,10/21/2016 18:33:48,45153 ,213,711,536,540,0
1797,10/21/2016 18:34:53,45154 ,213,711,533,534,0
1798,10/21/2016 18:35:59,45155 ,213,711,536,537,0
1799,10/21/2016 18:37:05,45156 ,213,710,527,536,0
1800,10/21/2016 18:38:11,45157 ,212,711,574,541,0
1801,10/21/2016 18:39:16,45159 ,213,711,542,542,0
1802,10/21/2016 18:40:22,45160 ,213,710,542,538,0
1803,10/21/2016 18:41:28,45161 ,213,711,546,538,0
1804,10/21/2016 18:42:33,45162 ,213,711,548,540,0
1805,10/21/2016 18:43:39,45163 ,212,711,545,536,0
1806,10/21/2016 18:44:45,45164 ,212,712,545,537,0
1807,10/21/2016 18:45:51,45165 ,212,712,512,538,0
1808,10/21/2016 18:46:56,45166 ,212,712,549,540,0
1809,10/21/2016 18:48:02,45167 ,212,712,547,537,0
1810,10/21/2016 18:49:08,45168 ,212,711,549,536,0
1811,10/21/2016 18:50:13,45169 ,212,711,559,537,0
1812,10/21/2016 18:51:19,45171 ,213,711,538,539,0
1813,10/21/2016 18:52:24,45172 ,212,712,527,537,0
1814,10/21/2016 18:53:30,45173 ,212,712,529,538,0
1815,10/21/2016 18:54:36,45174 ,212,711,530,535,0
1816,10/21/2016 18:55:42,45175 ,212,712,523,537,0
1817,10/21/2016 18:56:47,45176 ,212,712,538,537,0
1818,10/21/2016 18:57:53,45177 ,212,711,553,536,0
1819,10/21/2016 18:58:59,45178 ,212,712,551,534,0
1820,10/21/2016 19:00:04,45179 ,212,712,533,539,0
1821,10/21/2016 19:01:09,45180 ,212,712,527,538,0
1822,10/21/2016 19:02:15,45181 ,212,713,521,540,0
1823,10/21/2016 19:03:20,45183 ,212,712,554,536,0
1824,10/21/2016 19:04:26,45184 ,212,711,517,537,0
1825,10/21/2016 19:05:32,45185 ,212,711,540,534,0
1826,10/21/2016 19:06:37,45186 ,212,711,542,537,0
1827,10/21/2016 19:07:43,45187 ,212,711,515,537,0
1828,10/21/2016 19:08:49,45188 ,212,711,526,541,0
1829,10/21/2016 19:09:55,45189 ,212,711,546,536,0
1830,10/21/2016 19:11:00,45190 ,212,711,519,536,0
1831,10/21/2016 19:12:06,45191 ,212,712,536,537,0
1832,10/21/2016 19:13:11,45192 ,212,710,528,536,0
1833,10/21/2016 19:14:17,45194 ,212,710,539,536,0
1834,10/21/2016 19:15:22,45195 ,212,711,537,538,0
1835,10/21/2016 19:16:27,45196 ,212,711,518,536,0
1836,10/21/2016 19:17:33,45197 ,212,711,547,534,0
1837,10/21/2016 19:18:39,45198 ,212,711,560,539,0
1838,10/21/2016 19:19:44,45199 ,212,711,529,535,0
1839,10/21/2016 19:20:50,45200 ,211,711,516,535,0
1840,10/21/2016 19:21:55,45201 ,212,712,537,537,0
1841,10/21/2016 19:23:01,45202 ,212,711,537,538,0
1842,10/21/2016 19:24:07,45203 ,212,711,533,537,0
1843,10/21/2016 19:25:13,45204 ,212,711,549,534,0
1844,10/21/2016 19:26:19,45206 ,212,711,545,536,0
1845,10/21/2016 19:27:24,45207 ,211,711,530,536,0
1846,10/21/2016 19:28:30,45208 ,211,712,538,538,0
1847,10/21/2016 19:29:35,45209 ,211,712,529,536,0
1848,10/21/2016 19:30:40,45210 ,211,712,542,536,0
1849,10/21/2016 19:31:46,45211 ,211,712,521,537,0
1850,10/21/2016 19:32:52,45212 ,211,712,523,535,0
1851,10/21/2016 19:33:57,45213 ,211,712,534,538,0
1852,10/21/2016 19:35:04,45214 ,211,712,544,536,0
1853,10/21/2016 19:36:09,45215 ,211,712,528,537,0
1854,10/21/2016 19:37:14,45216 ,211,712,520,534,0
1855,10/21/2016 19:38:20,45218 ,211,712,528,536,0
1856,10/21/2016 19:39:26,45219 ,211,712,543,535,0
1857,10/21/2016 19:40:31,45220 ,211,713,539,536,0
1858,10/21/2016 19:41:37,45221 ,211,713,536,537,0
1859,10/21/2016 19:42:42,45222 ,211,712,558,536,0
1860,10/21/2016 19:43:48,45223 ,211,712,531,535,0
1861,10/21/2016 19:44:53,45224 ,211,712,527,538,0
1862,10/21/2016 19:45:58,45225 ,211,713,537,537,0
1863,10/21/2016 19:47:04,45226 ,211,713,539,537,0
1864,10/21/2016 19:48:10,45227 ,211,713,529,536,0
1865,10/21/2016 19:49:15,45229 ,211,713,524,538,0
1866,10/21/2016 19:50:20,45230 ,211,713,521,535,0
1867,10/21/2016 19:51:26,45231 ,211,713,528,538,0
1868,10/21/2016 19:52:32,45232 ,211,713,558,536,0
1869,10/21/2016 19:53:38,45233 ,211,713,556,544,0
1870,10/21/2016 19:54:44,45234 ,210,713,557,544,0
1871,10/21/2016 19:55:49,45235 ,211,713,526,539,0
1872,10/21/2016 19:56:55,45236 ,211,712,530,535,0
1873,10/21/2016 19:58:01,45237 ,211,713,536,539,0
1874,10/21/2016 19:59:06,45238 ,210,713,538,536,0
1875,10/21/2016 20:00:12,45239 ,210,714,527,535,0
1876,10/21/2016 20:01:17,45241 ,210,714,533,536,0
1877,10/21/2016 20:02:23,45242 ,210,714,525,536,0
1878,10/21/2016 20:03:29,45243 ,211,714,517,537,0
1879,10/21/2016 20:04:33,45244 ,210,714,554,535,0
1880,10/21/2016 20:05:39,45245 ,210,713,548,534,0
1881,10/21/2016 20:06:45,45246 ,210,714,530,539,0
1882,10/21/2016 20:07:51,45247 ,210,713,545,540,0
1883,10/21/2016 20:08:56,45248 ,210,713,547,538,0
1884,10/21/2016 20:10:01,45249 ,210,713,527,538,0
1885,10/21/2016 20:11:07,45250 ,210,713,519,537,0
1886,10/21/2016 20:12:12,45251 ,210,713,546,539,0
1887,10/21/2016 20:13:18,45253 ,210,713,529,539,0
1888,10/21/2016 20:14:24,45254 ,210,712,540,537,0
1889,10/21/2016 20:15:30,45255 ,210,712,546,535,0
1890,10/21/2016 20:16:35,45256 ,210,712,516,538,0
1891,10/21/2016 20:17:41,45257 ,210,713,516,536,0
1892,10/21/2016 20:18:47,45258 ,210,713,557,539,0
1893,10/21/2016 20:19:53,45259 ,210,712,530,536,0
1894,10/21/2016 20:20:58,45260 ,210,713,531,536,0
1895,10/21/2016 20:22:04,45261 ,210,713,521,537,0
1896,10/21/2016 20:23:10,45262 ,210,713,533,537,0
1897,10/21/2016 20:24:16,45264 ,210,713,529,537,0
1898,10/21/2016 20:25:22,45265 ,210,714,529,537,0
1899,10/21/2016 20:26:28,45266 ,210,713,540,540,0
1900,10/21/2016 20:27:33,45267 ,209,713,550,538,0
1901,10/21/2016 20:28:39,45268 ,209,713,526,534,0
1902,10/21/2016 20:29:45,45269 ,209,713,515,534,0
1903,10/21/2016 20:30:50,45270 ,209,713,532,536,0
1904,10/21/2016 20:31:55,45271 ,209,714,543,536,0
1905,10/21/2016 20:33:01,45272 ,209,714,528,535,0
1906,10/21/2016 20:34:07,45273 ,209,714,532,536,0
1907,10/21/2016 20:35:12,45274 ,209,714,528,539,0
1908,10/21/2016 20:36:18,45276 ,209,714,537,537,0
1909,10/21/2016 20:37:22,45277 ,209,714,539,535,0
1910,10/21/2016 20:38:28,45278 ,209,714,522,535,0
1911,10/21/2016 20:39:33,45279 ,209,714,521,537,0
1912,10/21/2016 20:40:39,45280 ,209,713,524,540,0
1913,10/21/2016 20:41:45,45281 ,209,714,535,537,0
1914,10/21/2016 20:42:50,45282 ,209,715,549,537,0
1915,10/21/2016 20:43:56,45283 ,209,715,540,536,0
1916,10/21/2016 20:45:02,45284 ,209,715,538,537,0
1917,10/21/2016 20:46:07,45285 ,209,715,519,538,0
1918,10/21/2016 20:47:13,45286 ,209,715,546,535,0
1919,10/21/2016 20:48:19,45288 ,209,715,520,536,0
1920,10/21/2016 20:49:25,45289 ,208,715,553,537,0
1921,10/21/2016 20:50:30,45290 ,208,715,538,535,0
1922,10/21/2016 20:51:36,45291 ,208,716,570,536,0
1923,10/21/2016 20:52:41,45292 ,208,716,533,534,0
1924,10/21/2016 20:53:47,45293 ,209,716,535,533,0
1925,10/21/2016 20:54:52,45294 ,208,716,521,534,0
1926,10/21/2016 20:55:58,45295 ,208,716,538,536,0
1927,10/21/2016 20:57:03,45296 ,208,716,553,537,0
1928,10/21/2016 20:58:09,45297 ,209,715,541,538,0
1929,10/21/2016 20:59:15,45299 ,208,716,539,535,0
1930,10/21/2016 21:00:20,45300 ,208,716,527,536,0
1931,10/21/2016 21:01:25,45301 ,208,716,547,536,0
1932,10/21/2016 21:02:31,45302 ,208,716,521,536,0
1933,10/21/2016 21:03:37,45303 ,208,716,537,536,0
1934,10/21/2016 21:04:45,45304 ,208,716,550,535,0
1935,10/21/2016 21:05:49,45305 ,208,716,536,535,0
1936,10/21/2016 21:06:55,45306 ,208,716,530,537,0
1937,10/21/2016 21:08:01,45307 ,208,716,536,537,0
1938,10/21/2016 21:09:07,45308 ,208,717,525,537,0
1939,10/21/2016 21:10:13,45309 ,208,717,548,538,0
1940,10/21/2016 21:11:18,45311 ,208,716,539,538,0
1941,10/21/2016 21:12:24,45312 ,208,716,549,537,0
1942,10/21/2016 21:13:30,45313 ,208,716,531,535,0
1943,10/21/2016 21:14:36,45314 ,208,716,538,537,0
1944,10/21/2016 21:15:41,45315 ,208,717,533,535,0
1945,10/21/2016 21:16:47,45316 ,208,716,535,540,0
1946,10/21/2016 21:17:52,45317 ,208,716,542,536,0
1947,10/21/2016 21:18:58,45318 ,208,716,534,534,0
1948,10/21/2016 21:20:03,45319 ,208,716,550,537,0
1949,10/21/2016 21:21:09,45320 ,208,716,525,536,0
1950,10/21/2016 21:22:15,45322 ,208,717,532,536,0
1951,10/21/2016 21:23:20,45323 ,208,717,533,539,0
1952,10/21/2016 21:24:26,45324 ,208,717,556,536,0
1953,10/21/2016 21:25:32,45325 ,208,716,518,537,0
1954,10/21/2016 21:26:38,45326 ,208,716,525,534,0
1955,10/21/2016 21:27:44,45327 ,208,717,531,535,0
1956,10/21/2016 21:28:49,45328 ,208,717,542,535,0
1957,10/21/2016 21:29:55,45329 ,208,717,519,538,0
1958,10/21/2016 21:31:00,45330 ,208,717,533,535,0
1959,10/21/2016 21:32:06,45331 ,207,717,547,535,0
1960,10/21/2016 21:33:11,45332 ,208,717,537,535,0
1961,10/21/2016 21:34:17,45334 ,207,717,535,537,0
1962,10/21/2016 21:35:22,45335 ,208,717,538,536,0
1963,10/21/2016 21:36:28,45336 ,208,717,521,533,0
1964,10/21/2016 21:37:33,45337 ,208,717,540,537,0
1965,10/21/2016 21:38:39,45338 ,207,716,539,537,0
1966,10/21/2016 21:39:46,45339 ,207,717,530,533,0
1967,10/21/2016 21:40:51,45340 ,208,717,528,537,0
1968,10/21/2016 21:41:57,45341 ,208,718,536,534,0
1969,10/21/2016 21:43:03,45342 ,207,717,525,539,0
1970,10/21/2016 21:44:08,45343 ,208,717,523,536,0
1971,10/21/2016 21:45:15,45344 ,208,716,533,535,0
1972,10/21/2016 21:46:20,45346 ,207,716,550,538,0
1973,10/21/2016 21:47:26,45347 ,207,716,537,534,0
1974,10/21/2016 21:48:31,45348 ,207,717,537,538,0
1975,10/21/2016 21:49:37,45349 ,207,716,531,535,0
1976,10/21/2016 21:50:42,45350 ,207,716,553,537,0
1977,10/21/2016 21:51:48,45351 ,207,716,547,559,0
1978,10/21/2016 21:52:53,45352 ,207,716,564,558,0
1979,10/21/2016 21:53:59,45353 ,207,716,551,541,0
1980,10/21/2016 21:55:05,45354 ,207,716,544,543,0
1981,10/21/2016 21:56:11,45355 ,207,716,518,538,0
1982,10/21/2016 21:57:16,45357 ,207,716,524,539,0
1983,10/21/2016 21:58:22,45358 ,207,716,526,538,0
1984,10/21/2016 21:59:27,45359 ,207,716,539,539,0
1986,10/21/2016 22:01:37,45361 ,207,717,546,539,0
1987,10/21/2016 22:02:42,45362 ,207,716,533,540,0
1988,10/21/2016 22:03:48,45363 ,207,716,530,537,0
1989,10/21/2016 22:04:53,45364 ,207,715,506,538,0
1990,10/21/2016 22:05:59,45365 ,207,716,557,537,0
1991,10/21/2016 22:07:04,45366 ,207,716,533,537,0
1992,10/21/2016 22:08:09,45367 ,207,716,537,536,0
1993,10/21/2016 22:09:15,45368 ,207,716,544,537,0
1994,10/21/2016 22:10:20,45370 ,207,716,530,536,0
1995,10/21/2016 22:11:26,45371 ,207,716,559,536,0
1996,10/21/2016 22:12:32,45372 ,207,716,547,539,0
1997,10/21/2016 22:13:38,45373 ,207,716,538,538,0
1998,10/21/2016 22:14:44,45374 ,207,716,537,537,0
1999,10/21/2016 22:15:49,45375 ,207,716,522,536,0
2000,10/21/2016 22:16:55,45376 ,207,717,530,536,0
2001,10/21/2016 22:18:01,45377 ,207,717,544,536,0
2002,10/21/2016 22:19:06,45378 ,207,717,554,537,0
2003,10/21/2016 22:20:12,45379 ,207,717,542,537,0
2004,10/21/2016 22:21:18,45381 ,207,718,533,538,0
2005,10/21/2016 22:22:23,45382 ,207,718,531,537,0
2006,10/21/2016 22:23:29,45383 ,206,717,543,537,0
2007,10/21/2016 22:24:35,45384 ,206,717,521,538,0
2008,10/21/2016 22:25:40,45385 ,206,717,524,536,0
2009,10/21/2016 22:26:46,45386 ,206,717,550,538,0
2010,10/21/2016 22:27:51,45387 ,206,717,529,536,0
2011,10/21/2016 22:28:57,45388 ,206,717,548,537,0
2012,10/21/2016 22:30:03,45389 ,206,717,542,535,0
2013,10/21/2016 22:31:08,45390 ,206,717,547,536,0
2014,10/21/2016 22:32:14,45391 ,207,717,531,536,0
2015,10/21/2016 22:33:19,45393 ,207,717,544,538,0
2016,10/21/2016 22:34:25,45394 ,206,717,533,536,0
2017,10/21/2016 22:35:30,45395 ,207,717,525,537,0
2018,10/21/2016 22:36:36,45396 ,206,717,523,535,0
2019,10/21/2016 22:37:42,45397 ,206,717,535,535,0
2020,10/21/2016 22:38:48,45398 ,207,717,545,537,0
2021,10/21/2016 22:39:54,45399 ,206,717,548,536,0
2022,10/21/2016 22:40:59,45400 ,206,717,540,537,0
2023,10/21/2016 22:42:05,45401 ,206,717,539,537,0
2024,10/21/2016 22:43:11,45402 ,206,718,524,537,0
2025,10/21/2016 22:44:17,45404 ,206,717,521,538,0
2026,10/21/2016 22:45:22,45405 ,207,717,547,541,0
2027,10/21/2016 22:46:28,45406 ,206,718,531,539,0
2028,10/21/2016 22:47:33,45407 ,206,718,549,536,0
2029,10/21/2016 22:48:39,45408 ,206,717,530,537,0
2030,10/21/2016 22:49:45,45409 ,206,717,548,534,0
2031,10/21/2016 22:50:50,45410 ,206,717,515,537,0
2032,10/21/2016 22:51:55,45411 ,206,718,526,537,0
2033,10/21/2016 22:53:01,45412 ,206,718,535,535,0
2034,10/21/2016 22:54:07,45413 ,206,717,561,537,0
2035,10/21/2016 22:55:13,45414 ,206,717,529,539,0
2036,10/21/2016 22:56:18,45416 ,206,717,534,535,0
2037,10/21/2016 22:57:24,45417 ,206,717,530,537,0
2038,10/21/2016 22:58:29,45418 ,206,717,535,535,0
2039,10/21/2016 22:59:35,45419 ,206,717,528,538,0
2040,10/21/2016 23:00:40,45420 ,206,718,531,538,0
2041,10/21/2016 23:01:45,45421 ,206,718,528,538,0
2042,10/21/2016 23:02:50,45422 ,206,717,532,538,0
2043,10/21/2016 23:03:56,45423 ,206,717,525,537,0
2044,10/21/2016 23:05:02,45424 ,206,717,557,540,0
2045,10/21/2016 23:06:07,45425 ,206,716,537,537,0
2046,10/21/2016 23:07:13,45426 ,206,716,558,537,0
2047,10/21/2016 23:08:18,45428 ,206,717,537,538,0
2048,10/21/2016 23:09:24,45429 ,206,717,552,539,0
2049,10/21/2016 23:10:29,45430 ,206,717,539,535,0
2050,10/21/2016 23:11:35,45431 ,206,717,528,537,0
2051,10/21/2016 23:12:41,45432 ,206,717,537,539,0
2052,10/21/2016 23:13:47,45433 ,206,717,524,535,0
2053,10/21/2016 23:14:53,45434 ,206,717,544,537,0
2054,10/21/2016 23:15:58,45435 ,206,717,539,535,0
2055,10/21/2016 23:17:03,45436 ,206,717,534,537,0
2056,10/21/2016 23:18:09,45437 ,206,717,517,536,0
2057,10/21/2016 23:19:15,45438 ,206,717,542,539,0
2058,10/21/2016 23:20:21,45440 ,206,717,538,533,0
2059,10/21/2016 23:21:26,45441 ,206,717,558,538,0
2060,10/21/2016 23:22:32,45442 ,206,717,533,535,0
2061,10/21/2016 23:23:38,45443 ,206,717,520,537,0
2062,10/21/2016 23:24:44,45444 ,206,716,539,537,0
2063,10/21/2016 23:25:49,45445 ,206,717,541,535,0
2064,10/21/2016 23:26:56,45446 ,206,717,547,536,0
2065,10/21/2016 23:28:01,45447 ,206,716,538,538,0
2066,10/21/2016 23:29:07,45448 ,206,716,528,538,0
2067,10/21/2016 23:30:12,45449 ,206,716,546,535,0
2068,10/21/2016 23:31:18,45451 ,206,716,534,539,0
2069,10/21/2016 23:32:24,45452 ,206,717,542,537,0
2070,10/21/2016 23:33:30,45453 ,206,716,525,533,0
2071,10/21/2016 23:34:35,45454 ,206,716,530,534,0
2072,10/21/2016 23:35:41,45455 ,206,716,537,535,0
2073,10/21/2016 23:36:47,45456 ,206,716,542,535,0
2074,10/21/2016 23:37:52,45457 ,206,717,533,533,0
2075,10/21/2016 23:38:58,45458 ,206,717,545,536,0
2076,10/21/2016 23:40:04,45459 ,205,717,550,535,0
2077,10/21/2016 23:41:09,45460 ,206,717,532,533,0
2078,10/21/2016 23:42:15,45462 ,205,717,541,532,0
2079,10/21/2016 23:43:21,45463 ,206,717,562,536,0
2080,10/21/2016 23:44:27,45464 ,205,717,539,535,0
2081,10/21/2016 23:45:34,45465 ,205,717,521,535,0
2082,10/21/2016 23:46:39,45466 ,205,718,531,534,0
2083,10/21/2016 23:47:44,45467 ,205,717,528,534,0
2084,10/21/2016 23:48:50,45468 ,205,717,550,537,0
2085,10/21/2016 23:49:56,45469 ,206,717,532,536,0
2086,10/21/2016 23:51:01,45470 ,205,717,533,533,0
2087,10/21/2016 23:52:06,45471 ,205,716,551,538,0
2088,10/21/2016 23:53:12,45472 ,206,717,571,533,0
2089,10/21/2016 23:54:18,45474 ,206,717,527,535,0
2090,10/21/2016 23:55:24,45475 ,205,717,544,536,0
2091,10/21/2016 23:56:30,45476 ,205,717,544,536,0
2092,10/21/2016 23:57:34,45477 ,205,718,537,537,0
2093,10/21/2016 23:58:40,45478 ,205,717,548,533,0
2094,10/21/2016 23:59:45,45479 ,205,718,536,535,0
2095,10/22/2016 00:00:51,45480 ,205,718,533,537,0
2096,10/22/2016 00:01:56,45481 ,205,718,531,536,0
2097,10/22/2016 00:03:00,45482 ,205,718,522,534,0
2098,10/22/2016 00:04:07,45483 ,205,717,550,535,0
2099,10/22/2016 00:05:12,45484 ,205,717,546,539,0
2100,10/22/2016 00:06:18,45486 ,205,717,537,535,0
2101,10/22/2016 00:07:23,45487 ,205,717,524,532,0
2102,10/22/2016 00:08:30,45488 ,205,717,539,533,0
2103,10/22/2016 00:09:35,45489 ,205,717,536,538,0
2104,10/22/2016 00:10:41,45490 ,205,717,528,537,0
2105,10/22/2016 00:11:47,45491 ,205,717,534,534,0
2106,10/22/2016 00:12:52,45492 ,205,717,531,537,0
2107,10/22/2016 00:13:58,45493 ,205,717,540,535,0
2108,10/22/2016 00:15:04,45494 ,205,717,510,534,0
2109,10/22/2016 00:16:10,45495 ,205,717,533,532,0
2110,10/22/2016 00:17:15,45497 ,205,717,551,532,0
2111,10/22/2016 00:18:27,45498 ,205,718,534,531,0
2112,10/22/2016 00:19:25,45499 ,205,718,521,533,0
2113,10/22/2016 00:20:31,45500 ,205,718,577,532,0
2114,10/22/2016 00:21:36,45501 ,205,718,546,534,0
2115,10/22/2016 00:22:42,45502 ,205,718,540,532,0
2116,10/22/2016 00:23:49,45503 ,205,718,540,533,0
2117,10/22/2016 00:24:54,45504 ,205,718,538,534,0
2118,10/22/2016 00:26:00,45505 ,205,718,535,535,0
2119,10/22/2016 00:27:05,45506 ,205,718,527,531,0
